,pos_ip,da_price,si
2021-01-01 00:00:00+00:00,64.84,48.19,-65.931
2021-01-01 00:15:00+00:00,13.96,48.19,151.536
2021-01-01 00:30:00+00:00,12.4,48.19,185.419
2021-01-01 00:45:00+00:00,7.7,48.19,259.749
2021-01-01 01:00:00+00:00,64.25,44.68,-12.555
2021-01-01 01:15:00+00:00,14.07,44.68,84.844
2021-01-01 01:30:00+00:00,13.25,44.68,110.218
2021-01-01 01:45:00+00:00,10.47,44.68,191.863
2021-01-01 02:00:00+00:00,12.69,42.92,4.611
2021-01-01 02:15:00+00:00,13.58,42.92,61.255
2021-01-01 02:30:00+00:00,64.25,42.92,-17.643
2021-01-01 02:45:00+00:00,13.8,42.92,43.43
2021-01-01 03:00:00+00:00,13.7,40.39,111.185
2021-01-01 03:15:00+00:00,11.2,40.39,176.928
2021-01-01 03:30:00+00:00,11.04,40.39,172.913
2021-01-01 03:45:00+00:00,12.96,40.39,120.808
2021-01-01 04:00:00+00:00,11.47,40.2,177.571
2021-01-01 04:15:00+00:00,13.45,40.2,124.965
2021-01-01 04:30:00+00:00,15.0,40.2,48.109
2021-01-01 04:45:00+00:00,14.1,40.2,28.992
2021-01-01 05:00:00+00:00,14.59,39.63,75.78
2021-01-01 05:15:00+00:00,15.0,39.63,46.494
2021-01-01 05:30:00+00:00,15.0,39.63,30.698
2021-01-01 05:45:00+00:00,15.0,39.63,127.264
2021-01-01 06:00:00+00:00,64.25,40.09,-0.702
2021-01-01 06:15:00+00:00,15.0,40.09,15.912
2021-01-01 06:30:00+00:00,64.25,40.09,-34.191
2021-01-01 06:45:00+00:00,64.25,40.09,-36.767
2021-01-01 07:00:00+00:00,15.0,41.27,0.959
2021-01-01 07:15:00+00:00,64.25,41.27,-74.207
2021-01-01 07:30:00+00:00,64.25,41.27,-62.993
2021-01-01 07:45:00+00:00,64.25,41.27,-54.49
2021-01-01 08:00:00+00:00,13.74,44.88,58.459
2021-01-01 08:15:00+00:00,13.63,44.88,51.677
2021-01-01 08:30:00+00:00,14.47,44.88,51.923
2021-01-01 08:45:00+00:00,15.0,44.88,40.023
2021-01-01 09:00:00+00:00,13.84,45.0,173.536
2021-01-01 09:15:00+00:00,12.65,45.0,150.361
2021-01-01 09:30:00+00:00,15.0,45.0,101.858
2021-01-01 09:45:00+00:00,15.0,45.0,81.167
2021-01-01 10:00:00+00:00,15.0,47.2,51.439
2021-01-01 10:15:00+00:00,15.0,47.2,116.038
2021-01-01 10:30:00+00:00,13.26,47.2,168.648
2021-01-01 10:45:00+00:00,12.7,47.2,152.586
2021-01-01 11:00:00+00:00,15.0,50.78,102.71
2021-01-01 11:15:00+00:00,13.64,50.78,153.791
2021-01-01 11:30:00+00:00,12.58,50.78,176.838
2021-01-01 11:45:00+00:00,11.67,50.78,195.019
2021-01-01 12:00:00+00:00,15.05,45.49,123.116
2021-01-01 12:15:00+00:00,12.42,45.49,215.536
2021-01-01 12:30:00+00:00,11.14,45.49,173.778
2021-01-01 12:45:00+00:00,11.97,45.49,184.941
2021-01-01 13:00:00+00:00,15.05,44.73,48.033
2021-01-01 13:15:00+00:00,15.05,44.73,48.631
2021-01-01 13:30:00+00:00,15.05,44.73,3.107
2021-01-01 13:45:00+00:00,15.05,44.73,29.557
2021-01-01 14:00:00+00:00,15.05,46.59,36.852
2021-01-01 14:15:00+00:00,61.95,46.59,-33.562
2021-01-01 14:30:00+00:00,61.95,46.59,-36.612
2021-01-01 14:45:00+00:00,61.95,46.59,-67.289
2021-01-01 15:00:00+00:00,15.05,52.99,62.862
2021-01-01 15:15:00+00:00,15.04,52.99,54.419
2021-01-01 15:30:00+00:00,15.05,52.99,22.815
2021-01-01 15:45:00+00:00,61.96,52.99,-53.149
2021-01-01 16:00:00+00:00,61.98,60.26,-15.092
2021-01-01 16:15:00+00:00,61.95,60.26,-55.448
2021-01-01 16:30:00+00:00,61.95,60.26,-91.821
2021-01-01 16:45:00+00:00,61.95,60.26,-117.067
2021-01-01 17:00:00+00:00,61.95,60.61,-51.846
2021-01-01 17:15:00+00:00,61.95,60.61,-73.904
2021-01-01 17:30:00+00:00,61.95,60.61,-71.469
2021-01-01 17:45:00+00:00,61.95,60.61,-56.805
2021-01-01 18:00:00+00:00,61.95,60.36,-52.733
2021-01-01 18:15:00+00:00,61.95,60.36,-17.978
2021-01-01 18:30:00+00:00,15.05,60.36,26.401
2021-01-01 18:45:00+00:00,15.04,60.36,85.217
2021-01-01 19:00:00+00:00,61.95,57.4,-17.942
2021-01-01 19:15:00+00:00,15.05,57.4,7.049
2021-01-01 19:30:00+00:00,15.05,57.4,13.491
2021-01-01 19:45:00+00:00,15.05,57.4,69.81
2021-01-01 20:00:00+00:00,61.95,53.86,-50.69
2021-01-01 20:15:00+00:00,15.05,53.86,41.535
2021-01-01 20:30:00+00:00,15.05,53.86,17.255
2021-01-01 20:45:00+00:00,15.05,53.86,15.05
2021-01-01 21:00:00+00:00,15.04,53.45,37.293
2021-01-01 21:15:00+00:00,61.95,53.45,-5.177
2021-01-01 21:30:00+00:00,61.95,53.45,-16.032
2021-01-01 21:45:00+00:00,15.05,53.45,70.351
2021-01-01 22:00:00+00:00,62.0,49.72,-7.202
2021-01-01 22:15:00+00:00,15.05,49.72,49.402
2021-01-01 22:30:00+00:00,15.05,49.72,53.185
2021-01-01 22:45:00+00:00,15.03,49.72,92.106
2021-01-01 23:00:00+00:00,15.0,46.69,35.522
2021-01-01 23:15:00+00:00,12.64,46.69,70.329
2021-01-01 23:30:00+00:00,10.93,46.69,196.686
2021-01-01 23:45:00+00:00,8.78,46.69,206.193
2021-01-02 00:00:00+00:00,13.12,42.43,32.261
2021-01-02 00:15:00+00:00,62.76,42.43,-151.571
2021-01-02 00:30:00+00:00,61.95,42.43,-128.451
2021-01-02 00:45:00+00:00,12.93,42.43,86.914
2021-01-02 01:00:00+00:00,64.5,41.09,-48.689
2021-01-02 01:15:00+00:00,13.7,41.09,23.913
2021-01-02 01:30:00+00:00,64.5,41.09,-5.046
2021-01-02 01:45:00+00:00,64.5,41.09,-28.196
2021-01-02 02:00:00+00:00,64.5,40.0,-57.881
2021-01-02 02:15:00+00:00,15.0,40.0,9.384
2021-01-02 02:30:00+00:00,15.0,40.0,29.759
2021-01-02 02:45:00+00:00,14.86,40.0,31.517
2021-01-02 03:00:00+00:00,15.0,37.55,14.582
2021-01-02 03:15:00+00:00,64.5,37.55,-62.973
2021-01-02 03:30:00+00:00,64.5,37.55,-74.353
2021-01-02 03:45:00+00:00,64.5,37.55,-15.544
2021-01-02 04:00:00+00:00,64.5,39.0,-56.057
2021-01-02 04:15:00+00:00,14.66,39.0,8.99
2021-01-02 04:30:00+00:00,64.5,39.0,-26.131
2021-01-02 04:45:00+00:00,15.0,39.0,18.145
2021-01-02 05:00:00+00:00,64.5,42.09,-16.952
2021-01-02 05:15:00+00:00,13.44,42.09,53.105
2021-01-02 05:30:00+00:00,14.59,42.09,27.235
2021-01-02 05:45:00+00:00,13.89,42.09,48.875
2021-01-02 06:00:00+00:00,64.5,44.96,-52.597
2021-01-02 06:15:00+00:00,13.48,44.96,34.868
2021-01-02 06:30:00+00:00,10.32,44.96,115.882
2021-01-02 06:45:00+00:00,14.26,44.96,95.316
2021-01-02 07:00:00+00:00,14.21,48.45,89.049
2021-01-02 07:15:00+00:00,15.0,48.45,84.756
2021-01-02 07:30:00+00:00,15.0,48.45,21.074
2021-01-02 07:45:00+00:00,15.0,48.45,5.973
2021-01-02 08:00:00+00:00,15.0,52.0,94.977
2021-01-02 08:15:00+00:00,15.0,52.0,33.876
2021-01-02 08:30:00+00:00,15.0,52.0,4.051
2021-01-02 08:45:00+00:00,68.38,52.0,-7.029
2021-01-02 09:00:00+00:00,12.0,52.0,96.385
2021-01-02 09:15:00+00:00,67.05,52.0,-65.864
2021-01-02 09:30:00+00:00,67.46,52.0,-48.693
2021-01-02 09:45:00+00:00,67.25,52.0,-79.196
2021-01-02 10:00:00+00:00,67.34,52.15,-94.275
2021-01-02 10:15:00+00:00,71.51,52.15,-190.507
2021-01-02 10:30:00+00:00,72.57,52.15,-171.814
2021-01-02 10:45:00+00:00,72.74,52.15,-172.933
2021-01-02 11:00:00+00:00,144.77,55.95,-348.831
2021-01-02 11:15:00+00:00,135.92,55.95,-219.92
2021-01-02 11:30:00+00:00,121.41,55.95,-140.025
2021-01-02 11:45:00+00:00,123.42,55.95,-163.474
2021-01-02 12:00:00+00:00,121.41,52.0,-86.065
2021-01-02 12:15:00+00:00,121.41,52.0,-62.924
2021-01-02 12:30:00+00:00,12.0,52.0,95.913
2021-01-02 12:45:00+00:00,12.0,52.0,51.294
2021-01-02 13:00:00+00:00,12.0,50.69,72.768
2021-01-02 13:15:00+00:00,12.0,50.69,112.403
2021-01-02 13:30:00+00:00,12.0,50.69,44.474
2021-01-02 13:45:00+00:00,12.0,50.69,37.727
2021-01-02 14:00:00+00:00,67.97,53.45,-216.868
2021-01-02 14:15:00+00:00,71.39,53.45,-182.213
2021-01-02 14:30:00+00:00,64.88,53.45,-100.466
2021-01-02 14:45:00+00:00,66.29,53.45,-134.128
2021-01-02 15:00:00+00:00,66.21,59.99,-63.135
2021-01-02 15:15:00+00:00,62.7,59.99,-82.707
2021-01-02 15:30:00+00:00,69.03,59.99,-248.889
2021-01-02 15:45:00+00:00,105.27,59.99,-459.976
2021-01-02 16:00:00+00:00,-19.5,62.0,221.985
2021-01-02 16:15:00+00:00,12.0,62.0,62.613
2021-01-02 16:30:00+00:00,63.94,62.0,-105.846
2021-01-02 16:45:00+00:00,62.7,62.0,-104.217
2021-01-02 17:00:00+00:00,12.0,63.08,31.687
2021-01-02 17:15:00+00:00,12.0,63.08,46.52
2021-01-02 17:30:00+00:00,12.0,63.08,93.723
2021-01-02 17:45:00+00:00,10.63,63.08,159.348
2021-01-02 18:00:00+00:00,72.48,62.17,-307.951
2021-01-02 18:15:00+00:00,121.0,62.17,-19.163
2021-01-02 18:30:00+00:00,62.7,62.17,-54.702
2021-01-02 18:45:00+00:00,12.0,62.17,44.185
2021-01-02 19:00:00+00:00,126.46,60.03,-391.417
2021-01-02 19:15:00+00:00,150.43,60.03,-280.136
2021-01-02 19:30:00+00:00,121.0,60.03,-95.416
2021-01-02 19:45:00+00:00,10.27,60.03,185.763
2021-01-02 20:00:00+00:00,135.11,55.03,-379.079
2021-01-02 20:15:00+00:00,133.52,55.03,-169.125
2021-01-02 20:30:00+00:00,62.92,55.03,-10.264
2021-01-02 20:45:00+00:00,62.7,55.03,-26.066
2021-01-02 21:00:00+00:00,12.56,52.25,35.548
2021-01-02 21:15:00+00:00,67.33,52.25,-240.35
2021-01-02 21:30:00+00:00,143.49,52.25,-269.482
2021-01-02 21:45:00+00:00,121.0,52.25,-135.17
2021-01-02 22:00:00+00:00,121.0,48.45,-13.645
2021-01-02 22:15:00+00:00,13.83,48.45,33.27
2021-01-02 22:30:00+00:00,14.87,48.45,12.651
2021-01-02 22:45:00+00:00,13.71,48.45,45.891
2021-01-02 23:00:00+00:00,36.01,46.11,294.804
2021-01-02 23:15:00+00:00,46.8,46.11,-34.138
2021-01-02 23:30:00+00:00,46.8,46.11,49.306
2021-01-02 23:45:00+00:00,46.18,46.11,99.074
2021-01-03 00:00:00+00:00,42.16,43.0,57.608
2021-01-03 00:15:00+00:00,42.78,43.0,85.304
2021-01-03 00:30:00+00:00,44.97,43.0,95.721
2021-01-03 00:45:00+00:00,44.36,43.0,104.563
2021-01-03 01:00:00+00:00,58.0,39.55,-63.323
2021-01-03 01:15:00+00:00,58.0,39.55,-0.182
2021-01-03 01:30:00+00:00,15.66,39.55,101.022
2021-01-03 01:45:00+00:00,11.72,39.55,116.57
2021-01-03 02:00:00+00:00,69.51,38.63,-103.698
2021-01-03 02:15:00+00:00,69.0,38.63,-101.141
2021-01-03 02:30:00+00:00,69.0,38.63,-76.152
2021-01-03 02:45:00+00:00,69.0,38.63,-1.518
2021-01-03 03:00:00+00:00,69.0,36.74,-136.928
2021-01-03 03:15:00+00:00,9.54,36.74,191.22
2021-01-03 03:30:00+00:00,11.75,36.74,41.489
2021-01-03 03:45:00+00:00,69.0,36.74,-111.733
2021-01-03 04:00:00+00:00,12.0,37.17,6.379
2021-01-03 04:15:00+00:00,69.0,37.17,-7.733
2021-01-03 04:30:00+00:00,10.68,37.17,215.223
2021-01-03 04:45:00+00:00,6.33,37.17,215.207
2021-01-03 05:00:00+00:00,3.76,39.27,271.423
2021-01-03 05:15:00+00:00,12.0,39.27,104.001
2021-01-03 05:30:00+00:00,12.0,39.27,99.526
2021-01-03 05:45:00+00:00,12.0,39.27,81.426
2021-01-03 06:00:00+00:00,68.18,40.02,-109.143
2021-01-03 06:15:00+00:00,68.0,40.02,-21.284
2021-01-03 06:30:00+00:00,68.0,40.02,-21.654
2021-01-03 06:45:00+00:00,12.0,40.02,65.369
2021-01-03 07:00:00+00:00,9.82,40.0,226.4
2021-01-03 07:15:00+00:00,12.0,40.0,21.009
2021-01-03 07:30:00+00:00,68.0,40.0,-105.849
2021-01-03 07:45:00+00:00,70.39,40.0,-186.123
2021-01-03 08:00:00+00:00,68.56,48.5,-55.716
2021-01-03 08:15:00+00:00,68.34,48.5,-16.507
2021-01-03 08:30:00+00:00,68.19,48.5,-24.056
2021-01-03 08:45:00+00:00,68.62,48.5,-109.502
2021-01-03 09:00:00+00:00,68.69,55.51,-55.497
2021-01-03 09:15:00+00:00,68.67,55.51,-79.591
2021-01-03 09:30:00+00:00,70.1,55.51,-174.83
2021-01-03 09:45:00+00:00,68.65,55.51,-119.211
2021-01-03 10:00:00+00:00,68.73,53.94,-137.351
2021-01-03 10:15:00+00:00,125.0,53.94,-121.154
2021-01-03 10:30:00+00:00,138.02,53.94,-54.568
2021-01-03 10:45:00+00:00,69.95,53.94,-185.165
2021-01-03 11:00:00+00:00,143.71,54.34,-255.88
2021-01-03 11:15:00+00:00,129.77,54.34,-161.465
2021-01-03 11:30:00+00:00,125.0,54.34,-98.457
2021-01-03 11:45:00+00:00,127.24,54.34,-219.005
2021-01-03 12:00:00+00:00,140.05,49.98,-354.826
2021-01-03 12:15:00+00:00,141.36,49.98,-230.778
2021-01-03 12:30:00+00:00,132.96,49.98,-255.375
2021-01-03 12:45:00+00:00,125.0,49.98,-20.322
2021-01-03 13:00:00+00:00,68.68,46.33,-117.294
2021-01-03 13:15:00+00:00,12.0,46.33,37.81
2021-01-03 13:30:00+00:00,12.0,46.33,102.42
2021-01-03 13:45:00+00:00,10.11,46.33,192.881
2021-01-03 14:00:00+00:00,68.67,42.22,-34.286
2021-01-03 14:15:00+00:00,10.51,42.22,230.053
2021-01-03 14:30:00+00:00,-47.89,42.22,519.717
2021-01-03 14:45:00+00:00,-65.05,42.22,285.404
2021-01-03 15:00:00+00:00,68.15,59.37,-94.721
2021-01-03 15:15:00+00:00,12.0,59.37,3.967
2021-01-03 15:30:00+00:00,12.0,59.37,21.523
2021-01-03 15:45:00+00:00,12.0,59.37,37.597
2021-01-03 16:00:00+00:00,69.16,62.12,-237.01
2021-01-03 16:15:00+00:00,171.2,62.12,-420.206
2021-01-03 16:30:00+00:00,195.34,62.12,-400.294
2021-01-03 16:45:00+00:00,222.55,62.12,-493.347
2021-01-03 17:00:00+00:00,125.0,58.12,-4.536
2021-01-03 17:15:00+00:00,11.73,58.12,62.574
2021-01-03 17:30:00+00:00,11.95,58.12,103.427
2021-01-03 17:45:00+00:00,11.55,58.12,127.152
2021-01-03 18:00:00+00:00,70.37,42.9,-162.243
2021-01-03 18:15:00+00:00,12.0,42.9,95.94
2021-01-03 18:30:00+00:00,12.0,42.9,57.496
2021-01-03 18:45:00+00:00,11.86,42.9,130.025
2021-01-03 19:00:00+00:00,68.14,28.46,-42.952
2021-01-03 19:15:00+00:00,10.49,28.46,190.005
2021-01-03 19:30:00+00:00,7.39,28.46,209.842
2021-01-03 19:45:00+00:00,6.77,28.46,207.216
2021-01-03 20:00:00+00:00,73.94,26.84,-225.187
2021-01-03 20:15:00+00:00,72.53,26.84,-163.448
2021-01-03 20:30:00+00:00,12.0,26.84,19.184
2021-01-03 20:45:00+00:00,8.12,26.84,53.791
2021-01-03 21:00:00+00:00,70.08,26.93,-178.73
2021-01-03 21:15:00+00:00,93.06,26.93,-179.914
2021-01-03 21:30:00+00:00,92.48,26.93,-151.156
2021-01-03 21:45:00+00:00,4.91,26.93,94.034
2021-01-03 22:00:00+00:00,5.47,16.56,50.589
2021-01-03 22:15:00+00:00,6.04,16.56,112.528
2021-01-03 22:30:00+00:00,2.49,16.56,217.907
2021-01-03 22:45:00+00:00,0.0,16.56,132.487
2021-01-03 23:00:00+00:00,66.05,24.02,-155.624
2021-01-03 23:15:00+00:00,67.91,24.02,-227.764
2021-01-03 23:30:00+00:00,156.05,24.02,-143.733
2021-01-03 23:45:00+00:00,12.0,24.02,33.124
2021-01-04 00:00:00+00:00,65.39,19.42,-221.999
2021-01-04 00:15:00+00:00,64.0,19.42,-29.656
2021-01-04 00:30:00+00:00,12.0,19.42,55.475
2021-01-04 00:45:00+00:00,64.0,19.42,-20.865
2021-01-04 01:00:00+00:00,64.0,20.0,-43.168
2021-01-04 01:15:00+00:00,64.1,20.0,-109.967
2021-01-04 01:30:00+00:00,64.0,20.0,-83.444
2021-01-04 01:45:00+00:00,64.0,20.0,-96.595
2021-01-04 02:00:00+00:00,64.0,20.71,-21.401
2021-01-04 02:15:00+00:00,64.0,20.71,-99.543
2021-01-04 02:30:00+00:00,65.51,20.71,-166.268
2021-01-04 02:45:00+00:00,64.0,20.71,-145.284
2021-01-04 03:00:00+00:00,150.0,24.34,-135.671
2021-01-04 03:15:00+00:00,156.05,24.34,-91.953
2021-01-04 03:30:00+00:00,64.0,24.34,-9.257
2021-01-04 03:45:00+00:00,64.0,24.34,-67.598
2021-01-04 04:00:00+00:00,64.0,23.25,-17.413
2021-01-04 04:15:00+00:00,64.01,23.25,-55.713
2021-01-04 04:30:00+00:00,65.19,23.25,-178.625
2021-01-04 04:45:00+00:00,73.06,23.25,-323.287
2021-01-04 05:00:00+00:00,0.34,30.51,215.877
2021-01-04 05:15:00+00:00,66.11,30.51,-92.181
2021-01-04 05:30:00+00:00,67.45,30.51,-178.052
2021-01-04 05:45:00+00:00,69.67,30.51,-207.589
2021-01-04 06:00:00+00:00,148.74,68.25,-52.974
2021-01-04 06:15:00+00:00,68.38,68.25,-6.753
2021-01-04 06:30:00+00:00,68.35,68.25,-139.501
2021-01-04 06:45:00+00:00,12.07,68.25,37.369
2021-01-04 07:00:00+00:00,79.49,71.54,-10.272
2021-01-04 07:15:00+00:00,79.46,71.54,-133.174
2021-01-04 07:30:00+00:00,86.11,71.54,-272.85
2021-01-04 07:45:00+00:00,127.58,71.54,-206.688
2021-01-04 08:00:00+00:00,154.66,54.5,-47.347
2021-01-04 08:15:00+00:00,12.36,54.5,18.753
2021-01-04 08:30:00+00:00,72.21,54.5,-37.401
2021-01-04 08:45:00+00:00,72.23,54.5,-88.003
2021-01-04 09:00:00+00:00,73.59,54.5,-166.084
2021-01-04 09:15:00+00:00,72.2,54.5,-130.394
2021-01-04 09:30:00+00:00,72.21,54.5,-140.597
2021-01-04 09:45:00+00:00,159.83,54.5,-287.525
2021-01-04 10:00:00+00:00,164.28,58.19,-224.406
2021-01-04 10:15:00+00:00,167.68,58.19,-52.201
2021-01-04 10:30:00+00:00,147.52,58.19,-280.875
2021-01-04 10:45:00+00:00,157.26,58.19,-264.441
2021-01-04 11:00:00+00:00,145.0,59.86,-147.145
2021-01-04 11:15:00+00:00,73.0,59.86,-84.788
2021-01-04 11:30:00+00:00,74.39,59.86,-170.163
2021-01-04 11:45:00+00:00,79.17,59.86,-281.795
2021-01-04 12:00:00+00:00,84.0,58.51,-142.88
2021-01-04 12:15:00+00:00,84.0,58.51,-121.681
2021-01-04 12:30:00+00:00,85.84,58.51,-169.923
2021-01-04 12:45:00+00:00,89.48,58.51,-266.048
2021-01-04 13:00:00+00:00,80.66,59.32,-214.939
2021-01-04 13:15:00+00:00,76.48,59.32,-160.738
2021-01-04 13:30:00+00:00,73.0,59.32,-119.341
2021-01-04 13:45:00+00:00,73.0,59.32,-73.053
2021-01-04 14:00:00+00:00,67.67,57.61,-142.949
2021-01-04 14:15:00+00:00,67.19,57.61,-92.559
2021-01-04 14:30:00+00:00,67.47,57.61,-110.117
2021-01-04 14:45:00+00:00,70.77,57.61,-176.575
2021-01-04 15:00:00+00:00,163.14,60.77,-185.251
2021-01-04 15:15:00+00:00,162.87,60.77,-164.985
2021-01-04 15:30:00+00:00,162.45,60.77,-164.353
2021-01-04 15:45:00+00:00,168.11,60.77,-324.287
2021-01-04 16:00:00+00:00,12.0,67.04,63.383
2021-01-04 16:15:00+00:00,12.0,67.04,60.023
2021-01-04 16:30:00+00:00,64.0,67.04,-20.167
2021-01-04 16:45:00+00:00,12.0,67.04,18.08
2021-01-04 17:00:00+00:00,160.82,76.05,-167.981
2021-01-04 17:15:00+00:00,163.06,76.05,-190.841
2021-01-04 17:30:00+00:00,160.0,76.05,-43.039
2021-01-04 17:45:00+00:00,66.79,76.05,-4.855
2021-01-04 18:00:00+00:00,70.46,45.88,-105.988
2021-01-04 18:15:00+00:00,68.8,45.88,-85.159
2021-01-04 18:30:00+00:00,64.0,45.88,-19.65
2021-01-04 18:45:00+00:00,12.0,45.88,41.301
2021-01-04 19:00:00+00:00,64.0,37.43,-90.038
2021-01-04 19:15:00+00:00,66.97,37.43,-264.737
2021-01-04 19:30:00+00:00,165.67,37.43,-175.744
2021-01-04 19:45:00+00:00,12.0,37.43,89.278
2021-01-04 20:00:00+00:00,65.49,39.07,-174.391
2021-01-04 20:15:00+00:00,64.0,39.07,-67.812
2021-01-04 20:30:00+00:00,64.0,39.07,-70.308
2021-01-04 20:45:00+00:00,12.0,39.07,82.538
2021-01-04 21:00:00+00:00,12.0,47.1,11.83
2021-01-04 21:15:00+00:00,64.0,47.1,-129.661
2021-01-04 21:30:00+00:00,64.0,47.1,-140.183
2021-01-04 21:45:00+00:00,64.0,47.1,-115.668
2021-01-04 22:00:00+00:00,70.27,43.8,-338.326
2021-01-04 22:15:00+00:00,197.17,43.8,-287.382
2021-01-04 22:30:00+00:00,114.0,43.8,-46.992
2021-01-04 22:45:00+00:00,12.0,43.8,3.508
2021-01-04 23:00:00+00:00,73.86,67.6,-203.147
2021-01-04 23:15:00+00:00,72.92,67.6,-147.632
2021-01-04 23:30:00+00:00,72.39,67.6,-12.931
2021-01-04 23:45:00+00:00,72.81,67.6,-119.846
2021-01-05 00:00:00+00:00,71.99,50.0,-122.58
2021-01-05 00:15:00+00:00,12.0,50.0,1.902
2021-01-05 00:30:00+00:00,66.17,50.0,-3.035
2021-01-05 00:45:00+00:00,71.15,50.0,-45.219
2021-01-05 01:00:00+00:00,64.58,44.7,-40.415
2021-01-05 01:15:00+00:00,10.58,44.7,11.862
2021-01-05 01:30:00+00:00,11.3,44.7,57.934
2021-01-05 01:45:00+00:00,11.48,44.7,13.129
2021-01-05 02:00:00+00:00,66.57,37.92,-66.328
2021-01-05 02:15:00+00:00,66.33,37.92,-37.919
2021-01-05 02:30:00+00:00,11.76,37.92,23.476
2021-01-05 02:45:00+00:00,11.49,37.92,96.487
2021-01-05 03:00:00+00:00,11.5,38.42,6.177
2021-01-05 03:15:00+00:00,73.13,38.42,-29.25
2021-01-05 03:30:00+00:00,64.02,38.42,-61.199
2021-01-05 03:45:00+00:00,64.0,38.42,-10.082
2021-01-05 04:00:00+00:00,11.7,53.65,68.323
2021-01-05 04:15:00+00:00,64.05,53.65,-64.856
2021-01-05 04:30:00+00:00,11.56,53.65,53.586
2021-01-05 04:45:00+00:00,64.0,53.65,-27.818
2021-01-05 05:00:00+00:00,11.72,46.8,4.601
2021-01-05 05:15:00+00:00,64.02,46.8,-8.302
2021-01-05 05:30:00+00:00,69.15,46.8,-281.679
2021-01-05 05:45:00+00:00,92.42,46.8,-261.144
2021-01-05 06:00:00+00:00,11.3,49.08,33.397
2021-01-05 06:15:00+00:00,129.26,49.08,-243.159
2021-01-05 06:30:00+00:00,121.37,49.08,-221.143
2021-01-05 06:45:00+00:00,131.67,49.08,-370.514
2021-01-05 07:00:00+00:00,125.78,65.98,-162.01
2021-01-05 07:15:00+00:00,155.36,65.98,-293.901
2021-01-05 07:30:00+00:00,254.68,65.98,-511.432
2021-01-05 07:45:00+00:00,313.65,65.98,-489.904
2021-01-05 08:00:00+00:00,224.73,83.57,-260.937
2021-01-05 08:15:00+00:00,187.1,83.57,-263.713
2021-01-05 08:30:00+00:00,188.58,83.57,-279.03
2021-01-05 08:45:00+00:00,198.7,83.57,-350.234
2021-01-05 09:00:00+00:00,235.03,80.0,-289.47
2021-01-05 09:15:00+00:00,219.93,80.0,-208.654
2021-01-05 09:30:00+00:00,221.91,80.0,-258.327
2021-01-05 09:45:00+00:00,225.65,80.0,-267.555
2021-01-05 10:00:00+00:00,214.09,77.88,-280.989
2021-01-05 10:15:00+00:00,231.89,77.88,-395.281
2021-01-05 10:30:00+00:00,381.73,77.88,-357.931
2021-01-05 10:45:00+00:00,302.47,77.88,-407.663
2021-01-05 11:00:00+00:00,343.23,76.55,-474.695
2021-01-05 11:15:00+00:00,338.57,76.55,-395.468
2021-01-05 11:30:00+00:00,508.42,76.55,-389.448
2021-01-05 11:45:00+00:00,325.08,76.55,-545.996
2021-01-05 12:00:00+00:00,12.98,79.75,120.356
2021-01-05 12:15:00+00:00,13.0,79.75,17.531
2021-01-05 12:30:00+00:00,80.01,79.75,-105.419
2021-01-05 12:45:00+00:00,80.22,79.75,-104.195
2021-01-05 13:00:00+00:00,170.51,74.87,-70.449
2021-01-05 13:15:00+00:00,13.0,74.87,6.316
2021-01-05 13:30:00+00:00,13.0,74.87,0.019
2021-01-05 13:45:00+00:00,13.0,74.87,74.881
2021-01-05 14:00:00+00:00,239.99,68.63,-94.532
2021-01-05 14:15:00+00:00,239.99,68.63,-63.432
2021-01-05 14:30:00+00:00,239.99,68.63,-25.895
2021-01-05 14:45:00+00:00,239.99,68.63,-35.281
2021-01-05 15:00:00+00:00,158.82,67.6,-150.196
2021-01-05 15:15:00+00:00,175.27,67.6,-223.547
2021-01-05 15:30:00+00:00,164.37,67.6,-232.569
2021-01-05 15:45:00+00:00,161.93,67.6,-159.241
2021-01-05 16:00:00+00:00,12.84,75.89,30.261
2021-01-05 16:15:00+00:00,120.0,75.89,-120.69
2021-01-05 16:30:00+00:00,13.0,75.89,10.468
2021-01-05 16:45:00+00:00,250.0,75.89,-89.598
2021-01-05 17:00:00+00:00,11.24,80.0,195.914
2021-01-05 17:15:00+00:00,13.0,80.0,53.904
2021-01-05 17:30:00+00:00,13.0,80.0,95.248
2021-01-05 17:45:00+00:00,13.0,80.0,70.411
2021-01-05 18:00:00+00:00,90.08,49.9,-355.485
2021-01-05 18:15:00+00:00,85.0,49.9,-51.838
2021-01-05 18:30:00+00:00,13.0,49.9,23.671
2021-01-05 18:45:00+00:00,85.0,49.9,-8.257
2021-01-05 19:00:00+00:00,83.77,73.7,-277.268
2021-01-05 19:15:00+00:00,93.1,73.7,-278.365
2021-01-05 19:30:00+00:00,189.06,73.7,-314.582
2021-01-05 19:45:00+00:00,120.0,73.7,-104.83
2021-01-05 20:00:00+00:00,122.9,60.58,-246.609
2021-01-05 20:15:00+00:00,120.0,60.58,-53.282
2021-01-05 20:30:00+00:00,13.0,60.58,3.452
2021-01-05 20:45:00+00:00,100.0,60.58,-15.254
2021-01-05 21:00:00+00:00,13.0,60.03,146.706
2021-01-05 21:15:00+00:00,73.0,60.03,-137.855
2021-01-05 21:30:00+00:00,73.0,60.03,-29.21
2021-01-05 21:45:00+00:00,13.0,60.03,61.748
